Income,Gender,Age,AgeRange,PoliticalAffiliation ,ApproveTrump,education,race,AgreeWhiteNationalists,RepublicansAgreeWhiteNationalists,Would you say that you love America?,DemocratsLoveAmerica,GovHelpPoor,WhitePeopleRacist,CivilWarNextDecade,hunting,kalesalad,VoteTheRockPres,VaderOrTrump
,Male,40,35-44,Independent,Disapprove,College degree,White,Disagree,20,Yes,80,Yes,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,33,25-34,Independent,Disapprove,Graduate degree,White,Disagree,30,Yes,90,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,28,25-34,Independent,DK/REF,Some college,Black,Disagree,50,Yes,100,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,52,45-54,Strong Democrat,Disapprove,High school,Black,Disagree,,Yes,50,Yes,No,Likely,Yes,Yes,Yes,Darth Vader
,Male,53,45-54,Strong Republican,Approve,Graduate degree,DK/REF,DK/REF,98,Yes,10,No,No,Likely,No,No,No,Donald Trump
,Female,57,55-64,Strong Republican,Disapprove,High school,Black,Disagree,,Yes,,Yes,Yes,Likely,No,No,DK/REF,Darth Vader
,Female,60,55-64,Strong Republican,Approve,College degree,White,Disagree,50,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,26,25-34,Independent,DK/REF,Graduate degree,Asian,Agree,,Yes,,No,No,Unlikely,No,No,Yes,Donald Trump
,DK/REF,38,35-44,DK/REF,Disapprove,Some college,DK/REF,Disagree,,DK/REF,,Yes,Yes,DK/REF,Yes,Yes,DK/REF,Darth Vader
,Male,59,55-64,Strong Democrat,Approve,College degree,Latino,DK/REF,80,Yes,95,Yes,No,Unlikely,Yes,No,Yes,Donald Trump
,Female,63,55-64,Strong Democrat,Disapprove,Graduate degree,White,Disagree,25,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,48,45-54,Strong Republican,Approve,Graduate degree,White,Disagree,1,Yes,80,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,58,55-64,Strong Republican,Approve,Graduate degree,Latino,DK/REF,,Yes,20,No,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,30,25-34,Not Strong Democrat,Disapprove,High school,Latino,Disagree,,Yes,90,Yes,No,Unlikely,No,No,Yes,Darth Vader
,Male,32,25-34,Independent,Disapprove,Graduate degree,White,Disagree,,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Female,66,65+,Not Strong Democrat,Approve,High school,White,Agree,75,Yes,99,Yes,Yes,Unlikely,No,No,No,Donald Trump
,Male,59,55-64,Not Strong Republican,Approve,Some college,White,Disagree,5,Yes,98,Yes,No,Likely,Yes,No,No,Donald Trump
,Female,59,55-64,Independent,DK/REF,High school,White,DK/REF,50,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,74,65+,DK/REF,DK/REF,High school,White,DK/REF,,Yes,,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,40,35-44,Strong Republican,Approve,Some college,White,DK/REF,,Yes,90,Yes,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,39,35-44,Strong Democrat,Disapprove,Some college,Black,Disagree,,Yes,,No,No,Likely,DK/REF,Yes,DK/REF,DK/REF
,Female,72,65+,DK/REF,Approve,Some college,White,DK/REF,,Yes,,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Female,43,35-44,Strong Democrat,Disapprove,Graduate degree,White,Disagree,35,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Other,35,35-44,DK/REF,Approve,Graduate degree,Other,DK/REF,50,Yes,2,DK/REF,No,Unlikely,Yes,No,DK/REF,DK/REF
,Male,69,65+,Independent,Disapprove,High school,Latino,Disagree,,Yes,50,No,Yes,Likely,No,Yes,DK/REF,Donald Trump
,Female,26,25-34,DK/REF,DK/REF,Graduate degree,White,DK/REF,,Yes,,Yes,No,DK/REF,No,No,DK/REF,Donald Trump
,Male,49,45-54,Independent,Approve,College degree,White,Disagree,20,Yes,5,No,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,54,45-54,Not Strong Democrat,Disapprove,College degree,Black,Disagree,40,Yes,90,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,51,45-54,Independent,DK/REF,College degree,Asian,DK/REF,60,Yes,80,Yes,DK/REF,DK/REF,Yes,Yes,Yes,Darth Vader
,Female,42,35-44,DK/REF,Disapprove,Some college,White,Disagree,,No,,Yes,Yes,Likely,Yes,Yes,No,Darth Vader
,Female,35,35-44,DK/REF,DK/REF,Graduate degree,White,DK/REF,,Yes,,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,25,25-34,DK/REF,DK/REF,Graduate degree,Black,DK/REF,,DK/REF,,Yes,Yes,DK/REF,No,No,No,DK/REF
,Male,50,45-54,Independent,Disapprove,Graduate degree,Asian,Agree,70,Yes,80,Yes,No,Likely,No,Yes,Yes,Darth Vader
,Female,24,18-24,Not Strong Democrat,Disapprove,High school,Black,Agree,30,Yes,50,Yes,No,Likely,No,Yes,No,Darth Vader
,Male,33,25-34,Strong Republican,Approve,Some college,White,Agree,80,Yes,100,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,30,25-34,Independent,Disapprove,College degree,White,Disagree,5,Yes,60,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,76,65+,Independent,DK/REF,Graduate degree,White,DK/REF,,Yes,90,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,47,45-54,Independent,Approve,College degree,White,DK/REF,,Yes,,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Female,29,25-34,Independent,DK/REF,Some college,Black,Disagree,45,Yes,57,Yes,Yes,Likely,No,No,Yes,Darth Vader
,Male,60,55-64,Independent,Approve,Some college,White,DK/REF,50,Yes,20,Yes,No,Likely,Yes,Yes,No,Donald Trump
,Male,62,55-64,Strong Democrat,Disapprove,Graduate degree,White,Disagree,,Yes,100,Yes,No,Unlikely,Yes,No,No,DK/REF
,Female,52,45-54,DK/REF,Disapprove,College degree,White,DK/REF,,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,27,25-34,Not Strong Democrat,Disapprove,High school,Black,Disagree,100,Yes,100,Yes,No,Likely,No,No,Yes,Darth Vader
,Male,34,25-34,Independent,Approve,College degree,DK/REF,Disagree,0.01,Yes,5,DK/REF,No,Unlikely,No,Yes,Yes,DK/REF
,Male,50,45-54,Not Strong Republican,Approve,High school,White,Disagree,70,Yes,5,No,No,Likely,Yes,No,Yes,Donald Trump
,Female,28,25-34,Independent,Disapprove,Graduate degree,White,DK/REF,60,Yes,30,Yes,No,Unlikely,No,No,Yes,Donald Trump
,Male,40,35-44,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,,Yes,70,No,No,Likely,No,No,Yes,Darth Vader
,Male,73,65+,Not Strong Republican,Approve,Some college,White,DK/REF,,Yes,50,No,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,25,25-34,Strong Democrat,Disapprove,College degree,White,Disagree,10,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Female,37,35-44,Not Strong Democrat,Disapprove,College degree,Asian,Disagree,100,Yes,100,Yes,No,Likely,Yes,Yes,No,Darth Vader
,Male,60,55-64,DK/REF,DK/REF,Graduate degree,Black,DK/REF,,Yes,100,Yes,DK/REF,Unlikely,Yes,Yes,DK/REF,DK/REF
,Female,29,25-34,Not Strong Democrat,Disapprove,High school,White,Disagree,70,Yes,100,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,41,35-44,Not Strong Democrat,Disapprove,College degree,Black,Disagree,65,Yes,62,Yes,Yes,Likely,No,No,DK/REF,Darth Vader
,Male,32,25-34,Independent,Disapprove,Graduate degree,White,Disagree,20,Yes,40,Yes,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Male,36,35-44,DK/REF,DK/REF,Some college,DK/REF,Disagree,1,Yes,90,DK/REF,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Male,65,65+,Strong Democrat,Disapprove,Some college,Black,Disagree,50,Yes,100,Yes,No,Likely,Yes,Yes,Yes,Darth Vader
,Female,42,35-44,Strong Democrat,Disapprove,College degree,DK/REF,DK/REF,,Yes,,Yes,DK/REF,Likely,No,Yes,No,DK/REF
,Female,38,35-44,Independent,Disapprove,Graduate degree,White,Disagree,20,Yes,100,Yes,No,Unlikely,No,Yes,DK/REF,Darth Vader
,Male,27,25-34,Independent,Disapprove,Some college,Latino,DK/REF,16,Yes,35,Yes,No,Likely,Yes,No,No,Darth Vader
,Male,87,65+,Strong Republican,Approve,Some college,White,Disagree,,Yes,70,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Female,62,55-64,Strong Democrat,Disapprove,College degree,White,Disagree,70,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,35,35-44,Strong Republican,Approve,College degree,White,Disagree,50,Yes,80,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,65,65+,Independent,Disapprove,High school,Latino,Disagree,,Yes,15,Yes,Yes,Likely,Yes,No,Yes,Darth Vader
,Male,60,55-64,Strong Democrat,Disapprove,College degree,Other,Disagree,75,Yes,100,Yes,No,Unlikely,Yes,No,Yes,DK/REF
,Female,70,65+,Independent,Approve,Graduate degree,DK/REF,DK/REF,,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,80,65+,Not Strong Democrat,Approve,College degree,White,Disagree,,Yes,,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,18,18-24,Strong Republican,Approve,High school,White,Disagree,50,Yes,100,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,71,65+,Strong Republican,Approve,Some college,White,Disagree,0,No,75,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,33,25-34,DK/REF,Approve,College degree,DK/REF,DK/REF,,Yes,30,No,Yes,DK/REF,Yes,Yes,Yes,Donald Trump
,Female,56,55-64,Strong Democrat,Disapprove,High school,White,Disagree,20,Yes,99,Yes,No,Unlikely,Yes,No,No,Darth Vader
,Female,40,35-44,Independent,Disapprove,Some college,White,Disagree,80,Yes,95,Yes,No,Likely,No,No,No,Darth Vader
,Female,79,65+,Not Strong Democrat,DK/REF,Graduate degree,White,DK/REF,,Yes,90,Yes,No,Unlikely,No,DK/REF,DK/REF,Darth Vader
,Female,26,25-34,Independent,Disapprove,Graduate degree,Asian,Disagree,50,Yes,80,Yes,No,Unlikely,No,No,DK/REF,DK/REF
,Female,39,35-44,Strong Democrat,Disapprove,College degree,White,Disagree,20,Yes,75,Yes,Yes,Unlikely,No,Yes,No,Donald Trump
,Female,50,45-54,Strong Democrat,Disapprove,Some college,Black,Disagree,5,Yes,85,Yes,No,Unlikely,No,Yes,Yes,Darth Vader
,Female,31,25-34,Independent,Disapprove,College degree,White,Disagree,80,Yes,100,Yes,No,Likely,Yes,No,No,Darth Vader
,Male,51,45-54,Independent,Disapprove,Graduate degree,Black,Disagree,95,Yes,70,Yes,Yes,Likely,Yes,Yes,No,Darth Vader
,Female,47,45-54,Independent,Disapprove,High school,White,DK/REF,,Yes,,Yes,No,Likely,Yes,No,Yes,Darth Vader
,Male,41,35-44,Independent,DK/REF,College degree,White,Disagree,64,Yes,70,No,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Female,42,35-44,DK/REF,DK/REF,Graduate degree,Asian,DK/REF,,Yes,,DK/REF,DK/REF,DK/REF,No,Yes,DK/REF,DK/REF
,Female,55,55-64,Independent,Disapprove,Some college,White,Disagree,,Yes,,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Female,20,18-24,Independent,Disapprove,High school,Latino,Disagree,49,Yes,85,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,60,55-64,Not Strong Democrat,Disapprove,High school,White,Disagree,30,Yes,100,Yes,No,Unlikely,Yes,Yes,DK/REF,Darth Vader
,Male,59,55-64,DK/REF,Disapprove,Some college,White,Disagree,30,Yes,80,Yes,No,Unlikely,No,No,DK/REF,Darth Vader
,Male,19,18-24,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,5,Yes,60,Yes,No,Unlikely,Yes,No,No,Darth Vader
,Male,18,18-24,Not Strong Democrat,Disapprove,High school,White,Disagree,7,Yes,93,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Male,51,45-54,Independent,Approve,Some college,Latino,Disagree,,Yes,,DK/REF,No,DK/REF,Yes,Yes,No,DK/REF
,Male,18,18-24,Independent,Disapprove,Some college,Latino,Disagree,75,Yes,100,Yes,No,Likely,No,No,Yes,Darth Vader
,Female,74,65+,Strong Republican,Approve,College degree,White,Agree,,Yes,,Yes,No,DK/REF,No,No,No,Donald Trump
,Male,21,18-24,Independent,Disapprove,Some college,Black,Disagree,50,Yes,90,Yes,No,DK/REF,No,No,No,Darth Vader
,Male,42,35-44,Independent,Disapprove,College degree,White,Disagree,20,Yes,100,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,55,55-64,Strong Democrat,Disapprove,College degree,Black,Disagree,,Yes,2,Yes,Yes,DK/REF,Yes,No,No,DK/REF
,Female,64,55-64,Independent,Disapprove,Graduate degree,DK/REF,Disagree,,Yes,,Yes,No,DK/REF,Yes,Yes,DK/REF,DK/REF
,Male,38,35-44,Independent,Approve,College degree,White,DK/REF,,Yes,,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Male,65,65+,Not Strong Republican,Approve,Graduate degree,Asian,Disagree,5,Yes,95,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,37,35-44,Strong Republican,Approve,College degree,White,Disagree,1,Yes,75,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,65,65+,Strong Democrat,Disapprove,High school,Black,Disagree,50,Yes,75,Yes,No,Unlikely,No,No,DK/REF,Donald Trump
,Male,60,55-64,Independent,Disapprove,Some college,White,Disagree,40,No,50,Yes,No,Unlikely,Yes,No,Yes,DK/REF
,Female,22,18-24,Strong Republican,Approve,Graduate degree,Asian,Disagree,30,Yes,20,No,No,Unlikely,Yes,No,No,Donald Trump
,Female,35,35-44,Independent,Disapprove,Other,Black,Disagree,75,Yes,95,Yes,DK/REF,Unlikely,No,Yes,No,Donald Trump
,Female,66,65+,Independent,Approve,Some college,DK/REF,DK/REF,,Yes,20,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,62,55-64,Independent,Disapprove,Graduate degree,White,Disagree,,No,75,Yes,No,Unlikely,No,DK/REF,DK/REF,Darth Vader
,Female,40,35-44,Strong Republican,DK/REF,Some college,White,DK/REF,,Yes,50,Yes,No,Unlikely,No,Yes,Yes,Darth Vader
,Male,90,65+,Strong Democrat,Disapprove,Some college,White,Disagree,,Yes,90,Yes,No,Unlikely,Yes,No,DK/REF,DK/REF
,Male,54,45-54,Strong Republican,Approve,College degree,White,Disagree,15,Yes,98,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,59,55-64,Strong Democrat,Disapprove,High school,Black,Disagree,40,Yes,100,Yes,No,Likely,Yes,Yes,DK/REF,Darth Vader
,Female,51,45-54,Strong Democrat,Disapprove,Graduate degree,Asian,Disagree,,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Male,68,65+,Not Strong Republican,Approve,Some college,White,Disagree,10,Yes,0,No,No,Likely,No,No,No,Donald Trump
,Male,70,65+,Strong Democrat,Disapprove,High school,White,Agree,40,Yes,,Yes,Yes,Unlikely,Yes,No,No,Darth Vader
,Male,54,45-54,Strong Democrat,Disapprove,College degree,Black,Disagree,75,Yes,100,Yes,No,Unlikely,Yes,Yes,Yes,Darth Vader
,Female,45,45-54,Independent,DK/REF,High school,White,Agree,,Yes,80,Yes,No,Likely,Yes,No,No,DK/REF
,Male,53,45-54,Strong Democrat,Approve,High school,White,Agree,70,Yes,70,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,67,65+,DK/REF,DK/REF,College degree,White,DK/REF,,Yes,,Yes,No,DK/REF,Yes,Yes,DK/REF,Darth Vader
,Female,49,45-54,Independent,Disapprove,College degree,White,DK/REF,,Yes,,Yes,DK/REF,Unlikely,Yes,Yes,DK/REF,DK/REF
,Male,19,18-24,Independent,Disapprove,College degree,White,Disagree,15,Yes,60,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Female,30,25-34,Independent,Disapprove,Some college,Latino,Disagree,70,Yes,80,Yes,Yes,Unlikely,No,Yes,No,DK/REF
,Male,21,18-24,Independent,Disapprove,Some college,White,Disagree,30,Yes,70,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,41,35-44,DK/REF,Approve,High school,White,Disagree,100,Yes,100,Yes,No,Unlikely,Yes,No,Yes,Donald Trump
,Male,24,18-24,Not Strong Republican,Disapprove,College degree,White,Disagree,10,Yes,100,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Male,61,55-64,Independent,Approve,High school,White,Agree,0,Yes,50,Yes,No,Likely,No,Yes,Yes,Donald Trump
,Female,54,45-54,Strong Democrat,Disapprove,Some college,White,Disagree,50,Yes,100,Yes,No,Unlikely,No,Yes,Yes,Darth Vader
,Male,78,65+,Strong Democrat,Disapprove,Some college,White,Disagree,25,Yes,100,Yes,No,Unlikely,Yes,No,No,Darth Vader
,Female,37,35-44,DK/REF,Disapprove,Graduate degree,Asian,Disagree,60,Yes,100,No,No,Unlikely,No,No,DK/REF,Donald Trump
,Female,22,18-24,Independent,DK/REF,College degree,Latino,DK/REF,,Yes,,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Female,23,18-24,Strong Democrat,Disapprove,College degree,White,Disagree,20,Yes,90,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,19,18-24,Independent,Disapprove,High school,Black,Disagree,35,Yes,100,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,64,55-64,Strong Republican,Approve,High school,White,DK/REF,50,Yes,80,Yes,Yes,Likely,No,Yes,DK/REF,Donald Trump
,Female,20,18-24,Independent,Approve,Graduate degree,Black,Disagree,50,Yes,99,Yes,No,Unlikely,No,No,Yes,Donald Trump
,Female,54,45-54,Independent,Approve,Graduate degree,White,Disagree,0,Yes,25,Yes,No,Unlikely,No,Yes,Yes,Donald Trump
,Male,66,65+,Strong Democrat,Approve,College degree,DK/REF,DK/REF,,Yes,10,No,No,Unlikely,Yes,Yes,Yes,Donald Trump
,Female,30,25-34,Independent,Disapprove,Graduate degree,Black,Disagree,90,Yes,85,Yes,Yes,Likely,No,Yes,No,Darth Vader
,Female,70,65+,Independent,Disapprove,College degree,Black,Disagree,20,Yes,100,Yes,No,Likely,No,Yes,DK/REF,DK/REF
,Female,43,35-44,Not Strong Democrat,Disapprove,Some college,Asian,Disagree,80,Yes,100,Yes,No,Likely,No,No,DK/REF,Darth Vader
,Male,59,55-64,Not Strong Republican,Disapprove,College degree,White,Disagree,20,Yes,90,Yes,No,Unlikely,Yes,Yes,No,DK/REF
,Male,37,35-44,Strong Republican,Approve,College degree,Latino,Disagree,2,Yes,95,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,37,35-44,Independent,Disapprove,Graduate degree,White,Disagree,20,Yes,95,Yes,No,Unlikely,No,Yes,No,Donald Trump
,Female,79,65+,Strong Democrat,Disapprove,Some college,Black,Disagree,,Yes,10,Yes,Yes,Likely,No,Yes,DK/REF,Darth Vader
,Male,49,45-54,Independent,Disapprove,Some college,Black,Disagree,100,Yes,100,Yes,No,Likely,No,Yes,Yes,Darth Vader
,Male,46,45-54,Strong Democrat,Disapprove,Graduate degree,White,Disagree,66,Yes,95,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,33,25-34,DK/REF,DK/REF,Some college,White,DK/REF,,Yes,,Yes,No,DK/REF,No,DK/REF,DK/REF,Donald Trump
,Female,34,25-34,Strong Democrat,Disapprove,College degree,Black,Disagree,75,Yes,75,Yes,No,Likely,No,Yes,No,Darth Vader
,Male,74,65+,Strong Republican,Approve,Graduate degree,White,Disagree,0,Yes,100,Yes,No,Unlikely,No,DK/REF,DK/REF,Donald Trump
,Other,57,55-64,Strong Republican,Approve,College degree,Latino,Disagree,1,Yes,10,No,No,Unlikely,No,DK/REF,Yes,Darth Vader
,Female,55,55-64,Strong Democrat,Disapprove,Graduate degree,White,Disagree,80,Yes,100,Yes,Yes,Unlikely,No,Yes,No,DK/REF
,Male,56,55-64,Independent,Disapprove,High school,Asian,DK/REF,,Yes,99,Yes,No,Unlikely,No,DK/REF,DK/REF,DK/REF
,Male,33,25-34,Independent,Disapprove,College degree,Asian,Disagree,50,Yes,25,Yes,No,Unlikely,No,No,Yes,Donald Trump
,Female,28,25-34,Independent,Disapprove,High school,Latino,Disagree,58,Yes,48,Yes,Yes,Unlikely,No,No,No,Darth Vader
,Female,53,45-54,Independent,Disapprove,Graduate degree,Asian,Disagree,50,Yes,70,Yes,Yes,Unlikely,No,Yes,Yes,Darth Vader
,Female,40,35-44,Strong Democrat,Disapprove,College degree,Latino,Disagree,60,Yes,90,Yes,No,Likely,No,Yes,No,DK/REF
,Female,56,55-64,Strong Republican,Approve,High school,White,DK/REF,,Yes,95,Yes,Yes,Unlikely,No,No,Yes,Donald Trump
,Female,36,35-44,Independent,Disapprove,College degree,Latino,Disagree,80,Yes,65,Yes,Yes,Likely,No,Yes,No,DK/REF
,Female,25,25-34,Independent,DK/REF,Some college,White,DK/REF,50,Yes,50,Yes,No,Unlikely,No,No,No,Darth Vader
,Female,60,55-64,Strong Democrat,Disapprove,Graduate degree,Black,Disagree,99,Yes,100,Yes,No,DK/REF,No,Yes,DK/REF,DK/REF
,Female,43,35-44,Strong Democrat,Disapprove,College degree,Latino,Disagree,10,Yes,90,Yes,No,Likely,No,Yes,No,Darth Vader
,Male,40,35-44,Independent,Disapprove,Some college,White,Disagree,10,Yes,95,Yes,No,Unlikely,Yes,No,DK/REF,Donald Trump
,Male,38,35-44,Independent,Approve,College degree,White,Disagree,5,Yes,40,No,No,Likely,Yes,No,Yes,Donald Trump
,Male,23,18-24,Independent,Approve,College degree,Black,Disagree,5,Yes,100,Yes,No,DK/REF,No,No,No,Donald Trump
,Female,48,45-54,Strong Republican,Approve,College degree,White,DK/REF,60,Yes,100,Yes,No,Likely,No,No,Yes,Donald Trump
,Male,52,45-54,Independent,Approve,Graduate degree,White,Disagree,,Yes,95,Yes,No,DK/REF,No,Yes,DK/REF,Donald Trump
,Female,60,55-64,Strong Republican,Approve,Graduate degree,White,DK/REF,,Yes,,No,No,Unlikely,DK/REF,Yes,DK/REF,Donald Trump
,Male,40,35-44,DK/REF,DK/REF,Some college,White,DK/REF,,Yes,,Yes,Yes,Likely,Yes,Yes,DK/REF,Darth Vader
,Male,59,55-64,Independent,Approve,High school,White,Disagree,70,Yes,100,No,No,DK/REF,Yes,No,Yes,Donald Trump
,Female,75,65+,Independent,Approve,Graduate degree,White,Disagree,,Yes,,Yes,No,Unlikely,No,No,No,Donald Trump
,Male,68,65+,Independent,Approve,College degree,Asian,Disagree,,Yes,,Yes,No,Unlikely,Yes,Yes,DK/REF,Donald Trump
,Other,30,25-34,DK/REF,Approve,Graduate degree,DK/REF,DK/REF,,Yes,,DK/REF,No,DK/REF,Yes,Yes,DK/REF,DK/REF
,Female,48,45-54,Strong Democrat,Disapprove,College degree,Latino,Disagree,100,Yes,100,Yes,No,Unlikely,No,No,No,Darth Vader
,Male,32,25-34,DK/REF,DK/REF,Graduate degree,Asian,DK/REF,,Yes,,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Female,21,18-24,Not Strong Republican,Disapprove,Graduate degree,White,Disagree,3,Yes,99,Yes,No,Unlikely,Yes,No,No,Donald Trump
,Female,19,18-24,Independent,DK/REF,Some college,White,DK/REF,20,Yes,20,DK/REF,No,Unlikely,Yes,Yes,DK/REF,DK/REF
,Other,33,25-34,Independent,Disapprove,Graduate degree,Other,Disagree,100,Yes,100,Yes,Yes,Likely,No,Yes,Yes,Darth Vader
,Male,30,25-34,Independent,Disapprove,College degree,White,Disagree,,Yes,100,Yes,No,Unlikely,Yes,No,Yes,Darth Vader
,Male,20,18-24,Independent,Disapprove,High school,White,Agree,5,Yes,90,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,41,35-44,Strong Republican,Approve,Other,White,Disagree,30,Yes,30,No,No,Likely,Yes,Yes,DK/REF,Donald Trump
,Male,82,65+,Independent,Disapprove,High school,Latino,Disagree,,No,82,Yes,No,Likely,Yes,No,No,Darth Vader
,Male,28,25-34,Not Strong Democrat,Disapprove,Some college,Latino,Disagree,80,Yes,60,Yes,No,Likely,Yes,No,No,DK/REF
,Male,37,35-44,Not Strong Republican,DK/REF,Graduate degree,White,Disagree,5,Yes,60,No,No,Unlikely,No,Yes,DK/REF,DK/REF
,Male,62,55-64,Independent,Disapprove,High school,White,Disagree,28,Yes,72,Yes,Yes,Likely,Yes,No,No,Darth Vader
,Male,55,55-64,Not Strong Republican,Approve,High school,White,Disagree,30,Yes,100,Yes,No,Unlikely,Yes,Yes,No,Donald Trump
,Male,27,25-34,Not Strong Republican,Disapprove,Some college,White,Disagree,80,Yes,70,No,No,Unlikely,No,Yes,No,Darth Vader
,Male,21,18-24,Not Strong Democrat,Disapprove,High school,Black,Disagree,70,Yes,70,Yes,No,Unlikely,No,No,Yes,Donald Trump
,Male,57,55-64,Independent,Approve,Some college,Asian,Disagree,60,Yes,100,Yes,No,Unlikely,Yes,No,Yes,Donald Trump
,Male,38,35-44,Independent,Disapprove,Graduate degree,White,Disagree,5,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,40,35-44,Independent,Disapprove,Some college,Latino,Disagree,10,Yes,100,DK/REF,No,Unlikely,Yes,No,Yes,Donald Trump
,Male,33,25-34,Independent,Disapprove,High school,Latino,Disagree,80,Yes,100,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,59,55-64,Strong Democrat,Disapprove,College degree,Black,Disagree,65,Yes,75,Yes,No,Likely,No,No,Yes,DK/REF
,Female,42,35-44,Independent,Approve,High school,Other,Disagree,,Yes,100,Yes,Yes,Likely,No,No,No,Donald Trump
,Male,37,35-44,Independent,Approve,High school,White,DK/REF,100,Yes,100,Yes,No,DK/REF,Yes,No,No,Donald Trump
,Male,30,25-34,Independent,Disapprove,Graduate degree,Black,Disagree,2,Yes,,Yes,No,Likely,No,No,DK/REF,Darth Vader
,Male,45,45-54,Not Strong Republican,Approve,College degree,Latino,DK/REF,,Yes,20,No,No,Unlikely,Yes,No,No,Donald Trump
,Female,62,55-64,Independent,Disapprove,Graduate degree,White,Disagree,1,Yes,100,Yes,No,Unlikely,No,Yes,No,DK/REF
,Female,68,65+,Independent,Disapprove,Some college,White,Disagree,30,Yes,95,Yes,No,Unlikely,Yes,Yes,No,Darth Vader
,Male,70,65+,Strong Republican,Approve,Graduate degree,White,Disagree,1,Yes,90,Yes,No,Unlikely,No,Yes,DK/REF,Donald Trump
,Male,67,65+,Strong Democrat,Disapprove,High school,Black,DK/REF,,Yes,10,Yes,No,Unlikely,No,No,No,Donald Trump
,Female,78,65+,Strong Democrat,Disapprove,Some college,Black,Disagree,100,Yes,100,Yes,Yes,DK/REF,No,Yes,No,DK/REF
,Male,34,25-34,Independent,Disapprove,Some college,White,DK/REF,90,Yes,100,Yes,No,Unlikely,No,Yes,No,Darth Vader
,Female,18,18-24,Strong Democrat,Disapprove,Some college,White,Disagree,80,Yes,40,Yes,Yes,Likely,Yes,Yes,No,DK/REF
,Female,36,35-44,Independent,Disapprove,Graduate degree,White,Disagree,30,Yes,80,Yes,No,Unlikely,No,Yes,No,DK/REF
