"x","lower","upper"
68.4,0.588083392527322,0.677512403283118
68.6,0.588985859576348,0.678379101483663
68.8,0.589884971467976,0.679243604237626
69,0.590717711403352,0.680103796851346
69.2,0.591517262478041,0.680957041014032
69.4,0.592367817969048,0.681814413888128
69.6,0.593260791177505,0.682665005017276
69.8,0.594154613950433,0.683510754683714
70,0.595027151668953,0.684336235124807
70.2,0.595860290564767,0.685140376342478
70.4,0.596727563718647,0.685931304458256
70.6,0.5976748677559,0.686720872063774
70.8,0.598567097551779,0.6874979794506
71,0.599440711322829,0.688280034411431
71.2,0.600328664487983,0.689063830627528
71.4,0.601204872637857,0.689836955485827
71.6,0.602067689095866,0.690644488157942
71.8,0.602904260860242,0.691499362755721
72,0.603749002701839,0.692342352860912
72.2,0.60460829159743,0.693129891514448
72.4,0.60545372963854,0.693979934669332
72.6,0.60629332912503,0.694742073593036
72.8,0.607148124742298,0.695484429627336
73,0.607980057330474,0.696245194329154
73.2,0.608748052319473,0.697035174520107
73.4,0.609641585779309,0.697790731997647
73.6,0.610449317205975,0.698540370313387
73.8,0.611289231711054,0.699304434472933
74,0.612140911485056,0.700036965600468
74.2,0.61296516625419,0.700774994108283
74.4,0.613780655414928,0.701566099887151
74.6,0.614524658149352,0.702314510117953
74.8,0.61521491555623,0.703058675676647
75,0.616000208229746,0.703787069133419
75.2,0.616791795638927,0.704557498830768
75.4,0.617554372388895,0.70529363104246
75.6,0.618333170487474,0.706095754246392
75.8,0.619153052268422,0.706788060431367
76,0.619969972682423,0.707525264266322
76.2,0.6207843374874,0.708277789891531
76.4,0.621597311876301,0.708969475835413
76.6,0.622310423439846,0.709680672602891
76.8,0.623154702102743,0.710377190136987
77,0.623850294351841,0.711071584264382
77.2,0.624659156814464,0.711768161142449
77.4,0.62543056274014,0.71245016300914
77.6,0.626176643816338,0.713142729544918
77.8,0.626929945981159,0.713845575250206
78,0.627701142840929,0.71453528966307
78.2,0.628470228226305,0.715236588941089
78.4,0.629237887508695,0.715920738860543
78.6,0.630059216222015,0.716605662499411
78.8,0.630788488100008,0.717288073465264
79,0.631502076425128,0.718000567686729
79.2,0.632212733658025,0.718740759341607
79.4,0.632948810951977,0.719439044096408
79.6,0.633659976409027,0.720085213680984
79.8,0.63434356051769,0.720776382915599
80,0.635024874966364,0.721463586465127
80.2,0.635727355544707,0.722148879386967
80.4,0.63652205574565,0.722860328878765
80.6,0.637200075757403,0.723516563397004
80.8,0.637850217638474,0.724170591479688
81,0.638603162684526,0.724821202216365
81.2,0.63927113391145,0.725417246597035
81.4,0.639933520348921,0.726028560767622
81.6,0.640594931744082,0.726667824140851
81.8,0.641254577361311,0.72726320035486
82,0.641938064465198,0.72794280292451
82.2,0.642624875143993,0.728597693819495
82.4,0.643330319455049,0.729285857542827
82.6,0.643993663557649,0.729905617427958
82.8,0.644654433498726,0.730519536810873
83,0.645208341609937,0.731152718278825
83.2,0.645818308520191,0.731789296625208
83.4,0.646457843108171,0.732435361725692
83.6,0.647096128894319,0.733079977847836
83.8,0.647739071743134,0.733745416424189
84,0.648390818992225,0.734418555196243
84.2,0.649096475464379,0.73506743345997
84.4,0.649757698547599,0.735661398443814
84.6,0.650425058720842,0.736218422911129
84.8,0.65105624570862,0.736842547526884
85,0.651738894076821,0.737392223350385
85.2,0.652440868392559,0.737974805845575
85.4,0.653080248358462,0.738554783289531
85.6,0.653758351091533,0.73913272466202
85.8,0.654421465009639,0.739707327973155
86,0.655070505117358,0.740273451227209
86.2,0.655729653401414,0.740849377027564
86.4,0.656386917351895,0.741417258924633
86.6,0.656994487104173,0.742020358969276
86.8,0.657629350997191,0.742579887783192
87,0.658237993653242,0.74316322746273
87.2,0.658875885268805,0.743772550053869
87.4,0.65954362787439,0.744358817354453
87.6,0.660154830041989,0.74495128489842
87.8,0.660730632100083,0.745525902147737
88,0.661305382584792,0.74612928444041
88.2,0.661892469487015,0.746689573898214
88.4,0.662544086029036,0.747232936155268
88.6,0.663212469849151,0.747773242894045
88.8,0.663837141720887,0.748310666024099
89,0.664395604576554,0.748858916470835
89.2,0.664951691035865,0.749397371723828
89.4,0.665504793396978,0.749968458167848
89.6,0.666067347860296,0.750534726442254
89.8,0.66660605049719,0.751045355424911
90,0.667147718099046,0.751523132642408
90.2,0.667690464167086,0.752061670877057
90.4,0.668248365344639,0.752636445322425
90.6,0.668769718494242,0.753156355555502
90.8,0.669304945044223,0.753673871944594
91,0.669838554009197,0.754207533534728
91.2,0.670371169822968,0.754779158483456
91.4,0.670961234184406,0.755331615756247
91.6,0.671511834305416,0.75586811454425
91.8,0.672081297638181,0.756435917553809
92,0.672635059188559,0.757009414083215
92.2,0.673198494165422,0.757543528989531
92.4,0.673694263221888,0.758073231986477
92.6,0.674271750675618,0.758576492534153
92.8,0.674846868679545,0.75907728865168
93,0.675422738954619,0.759550917346329
93.2,0.67599618066296,0.759997820054657
93.4,0.676508995448785,0.760506552875588
93.6,0.676967928131278,0.760952230254371
93.8,0.677543578377272,0.761473614089973
94,0.678127237820969,0.762006506052075
94.2,0.678638938604053,0.762490492876386
94.4,0.679150643165096,0.762982730798308
94.6,0.679660385686863,0.763458937194968
94.8,0.680168174910083,0.763931905685204
95,0.680674019622049,0.764402112359401
95.2,0.681178063603977,0.76487798775824
95.4,0.681681188730956,0.765366279463525
95.6,0.682180714139789,0.765849799348916
95.8,0.682752422606065,0.766285461790976
96,0.683307388666465,0.766743111931658
96.2,0.683781269730219,0.767237643392533
96.4,0.684357135735544,0.767720498149985
96.6,0.684849872436955,0.768220142257583
96.8,0.685309050430647,0.768701069520081
97,0.6858167521681,0.769131637838721
97.2,0.686337261426084,0.769611359071624
97.4,0.686819767638316,0.770026740347899
97.6,0.687337416582952,0.770498260901244
97.8,0.687789554650244,0.770958978591332
98,0.688253383217091,0.771412567726275
98.2,0.688733442889991,0.771837233593559
98.4,0.689203650580265,0.772273115306165
98.6,0.689717339479227,0.772752407187097
98.8,0.690176396247985,0.77320357122326
99,0.690632679815883,0.773618635799418
99.2,0.691133777537505,0.774045618050366
99.4,0.691593744245764,0.77446429072218
99.6,0.692011033499095,0.774872152176166
99.8,0.692468842472236,0.775302882472496
100,0.692925841497179,0.775741195698663
100.2,0.69343477242156,0.776160412699883
100.4,0.693832856046185,0.776595367785005
100.6,0.694277292273752,0.777004887578893
100.8,0.694752444589603,0.777431183570558
101,0.695188944870182,0.777870619466147
101.2,0.695638550686131,0.778307135186578
101.4,0.696086970189008,0.778731897441026
101.6,0.696541006001053,0.779134210311942
101.8,0.697003499716367,0.77953447439436
102,0.697462074374688,0.77993180599555
102.2,0.697926866929196,0.780333971344447
102.4,0.698338438900957,0.780719575345086
102.6,0.698743971467175,0.78111146118774
102.8,0.69916945486546,0.781509386439745
103,0.699561429994693,0.781912620986803
103.2,0.699979879752597,0.782313594861374
103.4,0.700398287150579,0.782712324871112
103.6,0.700853690435052,0.783108261459868
103.8,0.701280891714824,0.783501981844611
104,0.701679619518141,0.783893508246434
104.2,0.702107785995936,0.784282857445021
104.4,0.702456262540552,0.784655203443646
104.6,0.702827395089805,0.785019137476532
104.8,0.703238817294372,0.785401178797431
105,0.703658185559501,0.785778467518771
105.2,0.704076203560967,0.786141455604681
105.4,0.704493760368769,0.786533668208562
105.6,0.704917177776701,0.78694050488786
105.8,0.705322221547284,0.787301667224035
106,0.705716328130883,0.78766111264553
106.2,0.706079246429835,0.788018867866135
106.4,0.706517409516564,0.788374945648086
106.6,0.706944107331535,0.788729358671275
106.8,0.707335568748058,0.789084536805889
107,0.70770876347593,0.789447955771721
107.2,0.708081542610118,0.789819900008006
107.4,0.708486560747088,0.790166040873582
107.6,0.708902492518984,0.790551644848072
107.8,0.709331181064146,0.790905523212851
108,0.709761293499986,0.791279259178123
108.2,0.710181609887384,0.79164294909552
108.4,0.710577549553819,0.791977803551917
108.6,0.710967367215043,0.792311069114829
108.8,0.711356800878651,0.792658774460479
109,0.711730698593582,0.792988828939047
109.2,0.712148001598257,0.793317976975202
109.4,0.712502803342746,0.793649262419675
109.6,0.712842659254413,0.794001459626977
109.8,0.71320987548706,0.794367873621713
110,0.713577008870914,0.794707813888268
110.2,0.713982902921819,0.795046538083785
110.4,0.714332171082777,0.795397878157992
110.6,0.714695441191696,0.795747253864362
110.8,0.715041804599394,0.79609492457815
111,0.715390733590856,0.796441149713878
111.2,0.715749332834107,0.79678571235654
111.4,0.71610286044266,0.797109098021667
111.6,0.716442660918318,0.797453964685409
111.8,0.71681834328942,0.797756145116777
112,0.71717197954071,0.798081917622313
112.2,0.717517773319054,0.798397664158836
112.4,0.717877499269755,0.798697203026994
112.6,0.71823856042669,0.799014924706559
112.8,0.718621955440016,0.799347111729808
113,0.718974185634518,0.799672052915421
113.2,0.719347640717195,0.799983203728027
113.4,0.719722592837492,0.800301804776046
113.6,0.720124229433953,0.800623642427083
113.8,0.720466606140289,0.800936387453639
114,0.720828210254111,0.801250545580268
114.2,0.721206540152775,0.801561392879028
114.4,0.721577821633531,0.801843492502002
114.6,0.721949934800403,0.802182952751235
114.8,0.722290996761364,0.802497480751784
115,0.72262826939621,0.802814044881032
115.2,0.722965710683012,0.803118829400435
115.4,0.723341632970779,0.803440807460094
115.6,0.723737255043989,0.803763417172037
115.8,0.72412234649827,0.804053359451867
116,0.724499900501351,0.804375403735534
116.2,0.724841159645598,0.804695999513112
116.4,0.72519194806396,0.805014560129363
116.6,0.725515402253312,0.805312218217105
116.8,0.725871154817841,0.805648775053565
117,0.726201477192877,0.805964164778406
117.2,0.72652156733673,0.806277704256085
117.4,0.726822409849345,0.806589312382341
117.6,0.72716883596193,0.806882093014028
117.8,0.727514249961042,0.807170117383553
118,0.727836057537142,0.807456980050016
118.2,0.728126257196177,0.807742689247746
118.4,0.728415892035758,0.808027253137732
118.6,0.728745505367656,0.808323232406622
118.8,0.729086550846394,0.808649541656726
119,0.729426691826417,0.808916807746104
119.2,0.729765846136522,0.809216145897952
119.4,0.730100106661487,0.809524463414869
119.6,0.730420086038311,0.80981659033457
119.8,0.730739261128576,0.810106571543592
120,0.731050123779024,0.810401406565721
120.2,0.73135523684545,0.810694967047039
120.4,0.731659704780428,0.810987027997636
120.6,0.731965551555939,0.811277322326913
120.8,0.73226471808493,0.81156526888038
121,0.732586836377279,0.811851975442341
121.2,0.73291330013711,0.812138195269787
121.4,0.733231374861937,0.812424143346817
121.6,0.733517253304304,0.812708870807815
121.8,0.733829597700574,0.812992385476314
122,0.734101875015167,0.813274053496857
122.2,0.734380306801811,0.813553954061224
122.4,0.734691836204933,0.813832672693035
122.6,0.735003057309977,0.814106715528514
122.8,0.735313292064247,0.81438747636823
123,0.735623266173124,0.814664004776717
123.2,0.735932751633858,0.814924135980368
123.4,0.736204887862676,0.815198372728282
123.6,0.73648700341386,0.815484187346433
123.8,0.736810847872145,0.815755670808571
124,0.737134984649434,0.81602563607632
124.2,0.737458900663727,0.816294483804596
124.4,0.737738493642309,0.816538772886994
124.6,0.738008901873057,0.816814030300654
124.8,0.738293694760108,0.817093970937894
125,0.738554209205631,0.817354247397332
125.2,0.738813874791711,0.817613720529027
125.4,0.739076639519015,0.817885239420413
125.6,0.73934147393865,0.818159694533093
125.8,0.739605540983542,0.818407151638223
126,0.739869443125827,0.818666315331771
126.2,0.740170686558173,0.818923779871053
126.4,0.740420228494307,0.819161035425681
126.6,0.74066338161336,0.819407885942716
126.8,0.740944502727313,0.819684821928073
127,0.741229031756137,0.819946255198075
127.2,0.741513994130242,0.820199957403477
127.4,0.741798235041535,0.820452498336615
127.6,0.74208175873152,0.820717355448326
127.8,0.74236456939752,0.820984332303469
128,0.742646671193103,0.821211349488168
128.2,0.742928068228501,0.82146626011615
128.4,0.743208764571031,0.821748343666862
128.6,0.743488942354402,0.822029570487821
128.8,0.743784017344483,0.822293562766246
129,0.744090865334252,0.822522922554068
129.2,0.744358210723936,0.822748553659297
129.4,0.744622378603689,0.822984567644745
129.6,0.744885901800801,0.823219846516314
129.8,0.745155368108097,0.823459425966473
130,0.745430424408223,0.823711361733005
130.2,0.745704712913609,0.8239624867063
130.4,0.745974719687001,0.824208798134925
130.6,0.746252341486888,0.824441871657679
130.8,0.746531647339988,0.824674166821917
131,0.746827916989844,0.824912009021172
131.2,0.747113586503491,0.82514898974084
131.4,0.747354750402399,0.825365231647677
131.6,0.747609549938267,0.825602584793231
131.8,0.747878298558235,0.825835783088328
132,0.748146647254517,0.826094180401046
132.2,0.748415384556274,0.82635438036991
132.4,0.748683495001205,0.826613040173896
132.6,0.748950981820323,0.826870947249777
132.8,0.749228208592327,0.827128118531441
133,0.7494830870097,0.827384557455379
133.2,0.749747523397668,0.82761656995023
133.4,0.750011886008204,0.827829605209281
133.6,0.750276390969614,0.828039946725207
133.8,0.750540291788243,0.828249644286177
134,0.750822362338593,0.828458665892954
134.2,0.75110605252364,0.828666646399855
134.4,0.751389074218399,0.828891209842413
134.6,0.75167142973072,0.829121050261279
134.8,0.751930100840458,0.829350189610939
135,0.752145576827625,0.82957863152522
135.2,0.752366979739334,0.829806379607296
135.4,0.752624478481464,0.830033042202644
135.6,0.752882148846079,0.830258775025681
135.8,0.75314011399063,0.830483827503078
136,0.753397504926672,0.83073886215498
136.2,0.753654324329937,0.830935083133502
136.4,0.753909886608287,0.831158491867124
136.6,0.75416451829342,0.831383696947309
136.8,0.7544185908129,0.831628203281161
137,0.754658813365114,0.831871860028803
137.2,0.754892111378475,0.832114815087492
137.4,0.755125452646297,0.832328799727276
137.6,0.755358742830297,0.832535866454906
137.8,0.755590563260781,0.832732336031726
138,0.755843667868326,0.832927753949754
138.2,0.756111798472122,0.833146928257617
138.4,0.75633909806049,0.833357278834572
138.6,0.756560732082309,0.83356453798847
138.8,0.756782316086773,0.833768890266708
139,0.757039972332151,0.833972701902337
139.2,0.757298320710261,0.834175449777824
139.4,0.757556555736658,0.834377535366877
139.6,0.757814270416577,0.834579998070038
139.8,0.758059666193435,0.834781808076853
140,0.7583257650133,0.834982654510365
140.2,0.758591844065786,0.835182977904604
140.4,0.758839121772958,0.83538278087875
140.6,0.759077781072483,0.835582066023925
140.8,0.75929683823772,0.835780835903591
141,0.759515407903896,0.835979093053933
141.2,0.759734342580635,0.836176839984233
141.4,0.759952757362437,0.836374079177254
141.6,0.760181208161426,0.83657081308961
